lat	lon	ele
42.805737	0.559077	826
42.805698	0.559042	827
42.805649	0.559012	827
42.805607	0.558972	828
42.805576	0.558928	828
42.80555	0.558873	829
42.805527	0.558815	829
42.8055	0.558758	829
42.805477	0.5587	830
42.805462	0.55865	830
42.805454	0.558603	831
42.805435	0.55855	831
42.805427	0.558493	831
42.805427	0.558432	831
42.805427	0.558388	832
42.805435	0.558348	832
42.805462	0.558317	833
42.805469	0.55827	834
42.805477	0.558213	834
42.805492	0.558158	835
42.8055	0.558097	835
42.805508	0.558042	836
42.805527	0.557982	836
42.805534	0.557927	837
42.80555	0.557873	837
42.805565	0.55783	838
42.805584	0.557792	838
42.805599	0.557762	839
42.805614	0.557725	839
42.80563	0.557685	840
42.805649	0.557643	840
42.805664	0.5576	840
42.805672	0.557557	840
42.805687	0.557515	841
42.805706	0.55748	841
42.805714	0.557433	842
42.805729	0.557383	842
42.805744	0.557337	843
42.805752	0.557278	843
42.805771	0.557227	843
42.805786	0.557168	844
42.805809	0.557112	844
42.805828	0.55704	844
42.805836	0.556963	845
42.805851	0.556873	845
42.805874	0.55679	846
42.805893	0.556717	846
42.805908	0.556655	847
42.805923	0.556602	847
42.805942	0.556548	848
42.80595	0.556487	848
42.805958	0.556423	849
42.805965	0.55636	849
42.805958	0.556298	849
42.805958	0.556233	850
42.805965	0.556163	850
42.805965	0.556103	851
42.805965	0.556038	851
42.805965	0.555967	852
42.805973	0.55589	852
42.805973	0.555815	853
42.805988	0.55574	853
42.805996	0.555668	854
42.80603	0.55559	854
42.806038	0.555508	854
42.806045	0.555437	855
42.806045	0.555362	855
42.806053	0.555287	855
42.806065	0.555218	856
42.806065	0.555145	856
42.806065	0.555073	856
42.806065	0.555003	857
42.806065	0.554933	857
42.806065	0.554862	857
42.806053	0.554788	858
42.806045	0.554723	858
42.806045	0.554658	858
42.806045	0.554595	858
42.806045	0.55453	859
42.806038	0.554462	859
42.806038	0.55439	859
42.80603	0.55432	860
42.806023	0.554247	861
42.806015	0.554175	861
42.806007	0.554107	862
42.806007	0.554037	862
42.805996	0.553965	863
42.805981	0.553897	863
42.805981	0.553833	864
42.805973	0.553768	864
42.805965	0.553703	865
42.805958	0.553637	866
42.80595	0.553572	866
42.805931	0.553507	866
42.805931	0.55344	867
42.805916	0.553377	867
42.805908	0.553308	867
42.805908	0.55324	868
42.805916	0.55317	868
42.805916	0.553095	869
42.805916	0.553027	869
42.805916	0.552962	870
42.805916	0.55289	870
42.805916	0.552815	871
42.805908	0.552747	872
42.805908	0.552678	872
42.805916	0.552615	873
42.805916	0.552553	873
42.805923	0.552493	874
42.805916	0.552433	875
42.805916	0.55237	875
42.805923	0.552322	876
42.805923	0.552272	876
42.805931	0.552207	876
42.805931	0.552147	877
42.805942	0.552087	877
42.80595	0.552025	878
42.805958	0.55197	878
42.805958	0.551908	879
42.805958	0.551847	880
42.805973	0.551778	880
